imgnum,mid,text,label,event
2230,544391533240516608,Five hostages have escaped the besieged Lindt Cafe in #Sydney | Our latest update: http://t.co/XJVICQdu0y http://t.co/aNGBZsCmdQ,1,sydney siege
908,553470977972375553,"BREAKING: Reports of shots fired, hostages taken in town Northeast of Paris http://t.co/f30TSVt1yN http://t.co/jeuTP0IOZg",1,Charlie Hebdo
1303,500364705622671360,Exactly How Often Do Police Shoot Unarmed Black Men? http://t.co/6KXMOhu2EA #Ferguson http://t.co/1Cd6egf2LQ,0,Ferguson
526,553193210269298688,Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ http://t.co/wsiT3JzSBd (Pic:K PETERS) http://t.co/4tWvhMEYce,0,Charlie Hebdo
529,553194417239363584,I've redone the #CharlieHebdo comic. I can't stop thinking about what happened. http://t.co/acx7vmr98c,0,Charlie Hebdo
865,552980261512949760,Banksy #JeSuisCharlie http://t.co/8w3m2CX96n,1,Charlie Hebdo
1422,580330591826128896,Subscribe to our Twitter list for latest reports on #Germanwings' #Airbus crash http://t.co/tDzAfiZtne http://t.co/5A72oANlJL,0,GermanwingsCrash
1374,500328758201815041,Disgusting: MO chapter of Klan raising money as “reward” for the officer killing #MikeBrown. #Ferguson #UniteBlue http://t.co/xRCCazRSFs,1,Ferguson
1601,524950339074523137,Dramatic photos from @wcuddington on the scene in Ottawa http://t.co/m4FE8krPxl http://t.co/xzLBn9M2Ga,0,Ottawa Shooting
25,552796895513681920,#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc,0,Charlie Hebdo
643,553497730476015617,"Poor attempt by @bdutt to justify #CharlieHebdo attack, despite the fact that France was first to recognise Palestine http://t.co/e4BBlsWwOp",0,Charlie Hebdo
1662,525008469385302017,Updated: The Ottawa attack heightened fears of Canada being a target for terrorists http://t.co/gNvpHEDPcd http://t.co/JcxzYCy9Lo,0,Ottawa Shooting
1708,524933380929245184,"DEVELOPING story: Shots fired on Parliament Hill, soldier shot at War Memorial http://t.co/5fZ7wO6Gm4 #Ottawa http://t.co/Jb1pi3IysA",1,Ottawa Shooting
1701,524927356830760961,#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/3k0YV9dfLq http://t.co/atLjT75nz0,1,Ottawa Shooting
952,553535829529100288,#BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/h1qXZG6GlP #Vincennes http://t.co/NYRdp3n1lT,1,Charlie Hebdo
1806,525029913230053377,"A photo of Cpl. Nathan Cirillo, killed in #Ottawa today. #RIP http://t.co/mh07ZMi9J5",1,Ottawa Shooting
1641,524974518960652290,Security measures heightened across Canada amid Ottawa attack http://t.co/fZc4in78rO http://t.co/KmNUuBrwom,0,Ottawa Shooting
1728,524944637489086464,"#OTTAWA SHOOTING: Police killed 1 guman, believe 2 or 3 still at large - reports http://t.co/Zp9AKplH9p http://t.co/f5jsyOog9b",1,Ottawa Shooting
1082,499389815268573187,MT @KLynnTrice  #Ferguson #FergusonShooting #MikeBrown http://t.co/ucqMi2JLxd. Best tweet of the day for me.,0,Ferguson
1599,524949884143927296,Our thoughts are with Ottawa today. Important to always look for the helpers. http://t.co/JiH33zfgwQ,0,Ottawa Shooting
958,553537939041701888,At least 2 injured in new shootout in Eastern Paris / 5 hostages held in Kosher supermarket http://t.co/LdSF5QeCiv http://t.co/cmqBNfDpwd,1,Charlie Hebdo
1742,524952883343925249,Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K,1,Ottawa Shooting
1179,499692788993511424,Easily 50+ officers asking protesters to leave in #Ferguson over #MikeBrown rally #kmov http://t.co/RBkfloalhF,0,Ferguson
878,553118198741356544,UPDATE: Two Paris cops shot as manhunt for #CharlieHebdo suspects continues http://t.co/RgwbjXuMTJ http://t.co/wnY8ZMR7Rd,1,Charlie Hebdo
2257,544503037973528577,"Reports: Gunman in #sydneysiege claims bombs are scattered citywide: http://t.co/ffSEaB7Zfc (Peter Parks, Getty) http://t.co/QyUi25IeVM",1,sydney siege
2213,544380980677857280,Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/LP6ciOWv59 http://t.co/XC6fJKCg4S,1,sydney siege
590,553220054184382465,"Such a moving photo from @mariotestino, it actually brought a tear to my eye. #JeSuisCharlie http://t.co/s8Zv6gtK96",0,Charlie Hebdo
220,552838613877411840,My deepest condolences to those in Paris &amp; #CharlieHebdo! Over a cartoon!??... What happened to #FreedomOfSpeech ? http://t.co/xCiLxvTlk4,0,Charlie Hebdo
1396,580323992843718656,BREAKING Last few positions of the @germanwings flight plotted on a map http://t.co/wryDeXWNPV /@planefinder,0,GermanwingsCrash
1049,498560433021026304,"""if you Retweet or Screenshot. Just spread the word we need #Justice"" #ferguson #stlouis #MO  #uniteblue #libcrib #p2 http://t.co/78QURveWvK",0,Ferguson
1435,580332990867349504,Germanwings flight #4U9525 from Barcelona to Dusseldorf has crashed in southern France: http://t.co/0CsH1Me9E8 #9News http://t.co/iGnR19xh4Q,0,GermanwingsCrash
738,553567184002502656,Every time I think I see the best #CharlieHebdo cartoon another great one comes out. #JeSuisCharlie http://t.co/UzOVNAsx8G,0,Charlie Hebdo
956,553536603998945280,Feared at least 5 hostages are being held in Paris 'kosher' grocery http://t.co/zoafNwyEtr http://t.co/ntDatZ8Pp7,1,Charlie Hebdo
1283,500315237375954944,#Ferguson shows how a militarized police force can compromise our rights and our safety #JusticeForMikeBrown http://t.co/pNIamkQAEi,0,Ferguson
777,553587816048099328,Ambulance heading towards kosher market hostage situation in #Paris after several large explosions heard + gunfire http://t.co/cX574wdCxe,0,Charlie Hebdo
380,553126517187047424,We stand in solidarity with our Ally #France #CharlieHebdo http://t.co/fSKet6jG1F,0,Charlie Hebdo
1120,499581469027618816,WAKE UP!!! #Ferguson http://t.co/4N8kRGBXUf,0,Ferguson
2101,544281591833317377,UPDATE: Airspace across Sydney is in lockdown. @SydOperaHouse has also been evacuated. #9News http://t.co/thAnVN6Tlk,1,sydney siege
2126,544296158206894081,Breaking: Sydney On Lockdown as Dramatic Siege Unfolds http://t.co/Xpjpgbf2Pb #sydneysiege http://t.co/31KmD0zuIx,1,sydney siege
1748,524959630158725120,These are the areas where the #OttawaShootings have been reported.  http://t.co/KkgffESRD5 http://t.co/Vvyip1FQjm,1,Ottawa Shooting
1141,499637476315910146,"Where Was #Sharpton, Liberals, Obama?! Almost Exactly One Year Ago in #Ferguson Missouri http://t.co/lTluzAHrMf #tcot http://t.co/lOdFjDO5Ux",0,Ferguson
1875,544325896661114881,"NSW police commissioner: Suspect holding ""undisclosed"" number of hostages in Sydney; situation contained - @9NewsAUS http://t.co/2hoFvCo4k4",0,sydney siege
1816,525038096086499328,RIP Cpl. Nathan Cirillo of the Argyll and Sutherland Highlanders #CanadaStrong http://t.co/dpsb3yvq7j http://t.co/b7enjB7vIa,1,Ottawa Shooting
932,553500238246608896,Gallery: Tank &amp; armoured car seen near #CharlieHebdo seige outside Paris (by @heathcliffom) http://t.co/KAlTe4Fmsd http://t.co/9lyesZgpAL,1,Charlie Hebdo
758,553581209193050112,Gunfire and explosions at printworks where #CharlieHebdo suspects are holed up. http://t.co/ATmBpjwW3b http://t.co/xjzsLbZD0s,0,Charlie Hebdo
2030,544483913830531073,Just found an explanation of the #illridewithyou hashtag that has came from the Sydney hostage situation- very moving http://t.co/St4BAEcqP0,0,sydney siege
1464,580343329096904704,#Germanwings crash: Arrivals board at #Dusseldorf airport http://t.co/zU6hn03xzU http://t.co/MOQt2LDido,0,GermanwingsCrash
1573,581307361857392642,Pilot of Germanwings Airbus Was MUSLIM CONVERT …’Hero of Islamic State’? http://t.co/o7H6OuEfJd via @gatewaypundit http://t.co/GlDWraPosJ,1,GermanwingsCrash
1977,544444539092488192,'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,0,sydney siege
384,553128548526227456,Salman Rushdie makes an impassioned plea to defend the art of satire #CharlieHebdo http://t.co/brDi8yvxKf http://t.co/GXppLKIzc0,0,Charlie Hebdo
1763,524974456851410944,"Map of the locations of shootings in Ottawa, at War Memorial, House of Commons and nearby mall http://t.co/X88Z25p9Tx http://t.co/oFsyyJQ4Qp",1,Ottawa Shooting
1985,544451041396531200,#sydneysiege Australians rally against Islamophobia with #illridewithyou hashtag http://t.co/FhzSoccp22 http://t.co/wVQmT5b8dt,0,sydney siege
2105,544284455909998592,"Gunman takes several hostages in Sydney cafe, parades Islamic militants' flag in window. Opera House also evacuated. http://t.co/uatZQpAsOS",1,sydney siege
1826,525047349757100034,Cpl. Nathan Cirillo identified as victim of #ottawashooting at National War Memorial http://t.co/EhkRJEKpuu http://t.co/2xTzLKoltL,1,Ottawa Shooting
1598,524949435886096385,Keep advice from the Breaking News Consumers' Handbook in mind as coverage of Ottawa continues http://t.co/xHPjZVYxrJ http://t.co/TOW6ji8NG7,0,Ottawa Shooting
2281,544520273718812672,Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds http://t.co/nsprnSYTDT,1,sydney siege
5,552787361437057024,"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/fkvhfJxPoO",0,Charlie Hebdo
96,552818870281850881,The Roots of Evil #CharlieHebdo http://t.co/xbteQ8kGK5,0,Charlie Hebdo
654,553516197283893248,"At 87 years of age, Asterix cartoonist Uderzo gets back on the drawing board #JeSuisCharlie via @NathalieANDREF2 http://t.co/6NGrvl8xXE",0,Charlie Hebdo
2028,544483003758419969,Stop racism now. Sydney is a beautiful multicultural city #illridewithyou Please share this for me and help Sydney. http://t.co/Q1GOTu4wvg,0,sydney siege
2050,544501464849059840,The Sydney attack gunman identified as Sheikh Man Haron Monis #SydneyCafeSiege #SydneySiege http://t.co/WUpPliupbK,0,sydney siege
1852,544301313459101696,We are calling on all to #PrayForHostages &amp; that Australia will not be hostage to fear &amp; hate.  #sydneysiege http://t.co/qAzNfZIUWA,0,sydney siege
1798,525025695425380352,"Hamilton Argylls soldier, Nathan Cirillo, on the right in this picture, dies in Ottawa attack http://t.co/K0j8j0eLiw http://t.co/aKBFslkfAg",1,Ottawa Shooting
680,553538523266318336,"At least 5 hostages in kosher supermarket in eastern Paris, according to reports: http://t.co/lmUljawKdu http://t.co/B1CKrZGJwf",0,Charlie Hebdo
144,552826150141960192,Editor of Charlie Hebdo has been liberal &amp; righteous. Salute to all the cartoonists martyred at the terrorist attack. http://t.co/Yk3PgHkz4S,0,Charlie Hebdo
1146,499655869412286464,"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway! http://t.co/KdWIsaSDhT #tcot #2A #Ferguson #NRA http://t.co/9LQkU5JOlv",0,Ferguson
1133,499611719090450432,Welcome to #Ferguson where Americans started waking up to the militarization of their police force http://t.co/3MgfQYQolW,0,Ferguson
1460,580340423044018176,Flightpath of Germanwings A320 http://t.co/SHVkyEy4Ug http://t.co/aZouLEdgeI,0,GermanwingsCrash
809,552792271243210754,"Police say 11 now dead in ""carnage"" at #CharlieHebdo HQ in Paris - follow our coverage: http://t.co/IClDjevRnB http://t.co/aQkN3PMfkt",1,Charlie Hebdo
798,553592023392202752,Some hostages seen leaving Paris kosher market after police raid http://t.co/mavZxj17F7 http://t.co/arlafQgjK0,0,Charlie Hebdo
121,552822887988883457,Don't let Islamists intimidate u. Republish the cartoons in solidarity with #CharlieHebdo victims &amp; 4 free expression http://t.co/3YCJRdaUID,0,Charlie Hebdo
492,553174353735872512,UK police hold 2 minutes silence for slain Paris officers http://t.co/EG2PvT6CXj #CharlieHebdo http://t.co/sMyXXLcNN7,0,Charlie Hebdo
202,552836204283326465,"#CharlieHebdo last cover satirizing #ISIS If Mohammed returned:""But I'm the Prophet, blockhead!"" ""Shut up, infidel!"" http://t.co/ausIfclXrF",0,Charlie Hebdo
651,553509591888441344,The solution. #JeSuisCharlie #CharlieHebdo http://t.co/x8qzAE32Wk,0,Charlie Hebdo
732,553563889104093184,Researcher warns a renowned terror cell in #Paris has reawoken - and to expect more attacks: http://t.co/7N7uvClhWY http://t.co/FIpfU50rQe,0,Charlie Hebdo
846,552815182708494336,"Reports gunmen shouted ""Allahu Akbar"" &amp; ""the prophet was avenged"". If we don't share these, they win. #JeSuisCharlie http://t.co/0ykqcFmUJ7",1,Charlie Hebdo
419,553145603665186816,A minute's silence for the journalists and those who protected them. #JeSuisCharlie http://t.co/aU9K17Q3V7,0,Charlie Hebdo
1739,524950887119482882,Police in pursuit of multiple shooters in Ottawa; PM safe; downtown buildings in lockdown http://t.co/3FCWaFPA4y http://t.co/Si3yY0BRRd,1,Ottawa Shooting
674,553533859032477696,Two hostage situations underway simultaneously in #Paris. Latest on our live blog: http://t.co/7N7uvClhWY http://t.co/N5Vu6ygqxM,0,Charlie Hebdo
1992,544458083129229312,"3 men have arrived at Queens Square to pray for the safe release of the hostages in Martin Place, Sydney. http://t.co/1cnQCzxYg1",0,sydney siege
1564,580883793709547521,"The door is solid, you can’t knock it down… it’s bulletproof-@JimTilmon on @NYTimes rpt #Germanwings pilot locked out http://t.co/hs20B8jC4b",1,GermanwingsCrash
358,553115926531674112,A few of the best cartoons drawn &amp; shared in solidarity with #CharlieHebdo after yesterday's massacre #JeSuisCharlie http://t.co/qLj480gcxd,0,Charlie Hebdo
2152,544316500002484226,"Hostages Held In Downtown Sydney Cafe — Live updates from @BuzzFeedNews, @BuzzFeedOz http://t.co/HFOY0ctLNV http://t.co/MwoqhXPj3F",1,sydney siege
1198,499699989237747712,Better view of police facing off against protesters in #ferguson http://t.co/OgtPEtUG2E,0,Ferguson
1521,580320890086383616,"Reports of a plane crash near the French Alps, a GermanWings A320 http://t.co/WDso9Euyhp http://t.co/mpNENahmaW",1,GermanwingsCrash
985,553590459688570880,Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl,1,Charlie Hebdo
34,552801667855695873,Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk,0,Charlie Hebdo
508,553181997041217537,"#CharlieHebdo’s most controversial religious covers, explained--PHOTOS: http://t.co/i6iHNENtPq http://t.co/wSAWthWHx7",0,Charlie Hebdo
1066,499362441697193985,Peaceful youth demonstration at Greater St. Mark Church #ferguson http://t.co/feWLxdme9R,0,Ferguson
2171,544341406094213121,Deserted grounds of the evacuated #Sydney Opera House - More on our LIVE page: http://t.co/VaKt3ZpRZR #sydneysiege http://t.co/pKWvDgpOle,1,sydney siege
1403,580327418084364288,The route of the Germanwings Airbus A320 plane which has crashed. Updates of #alpscrash here: http://t.co/L8qr5Lp1c1 http://t.co/vG7819ORUd,0,GermanwingsCrash
1459,580340024736116736,"""No survivors"" from #Germanwings crash in the Alps, French transport minister says http://t.co/iw1QLzJQKW http://t.co/Q0ssqcSKp2",0,GermanwingsCrash
971,553558131369062400,Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/TsUFvSVT8u,1,Charlie Hebdo
1525,580321948070240256,Our last position reports of the Germanwings plane shows a very rapid descent http://t.co/OhJAEeyVoK,1,GermanwingsCrash
1099,499453886474637312,"PLEASE DONT TRY TO BUY ME OUT, MONEY OR ANYTHING. MY STORY IS FOR JUSTICE. #Ferguson http://t.co/zL7bNqls22",0,Ferguson
1822,525041091507388416,Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/YnM8FvFckL http://t.co/2jhrreIxPu,1,Ottawa Shooting
1086,499402006146977792,"The #Ferguson police look more militarized now than the actual National Guard, here from the 1967 Newark riots: http://t.co/HupsfEWbIJ",0,Ferguson
1487,580361142666563584,Helicopters and emergency vehicles are arriving in southern France. #Germanwings http://t.co/2Ry7Itpo4L,0,GermanwingsCrash
1989,544455530756841474,Religious leaders meet at Lakemba mosque in Sydney to pray for hostages  #sydneysiege http://t.co/rOWfHfNmkf,0,sydney siege
1819,525039686931075072,"UPDATED: Soldier dead, 2 others injured in Parliament Hill siege; 1 gunman dead http://t.co/cVCQKEDlPo http://t.co/zUJUAATG5I",1,Ottawa Shooting
832,552806757672964097,"UPDATE: 12 now confirmed dead in #CharlieHebdo attack in Paris, @AP is reporting. Story: http://t.co/Jfqmha1GdV (AP) http://t.co/vDCIFHIa9U",1,Charlie Hebdo
1891,544345465311879170,"""Police urge the media to be responsible in their reporting"", so the Daily Tele produced this. #SydneySiege http://t.co/AqlHDXUXAF",0,sydney siege
122,552823014866563072,#CharlieHebdo - Paris media attack kills 4 cartoonists including chief editor. #AFP http://t.co/kz74JBSaoG,0,Charlie Hebdo
2162,544328894812549121,"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",1,sydney siege
887,553137849663361024,The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/9LUWBZ9SbC http://t.co/ulTAJHywnK,1,Charlie Hebdo
459,553160213839486976,MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L,0,Charlie Hebdo
1042,498515980205948928,How police treat white #opencarry supporter vs an unarmed black teen. Wonder why? #MikeBrown #Ferguson http://t.co/jG3hGJRAuC,0,Ferguson
1786,525011494896148480,Kevin Vickers hailed as hero who took down attacker http://t.co/qIDq2LcXkf #OttawaShooting #cbcto http://t.co/Qo5E24X9ZS,1,Ottawa Shooting
1044,498530293116968960,Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice http://t.co/GpQT6cGLgJ,0,Ferguson
744,553570659805454336,"White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo http://t.co/UUqT97Gzvu",0,Charlie Hebdo
2039,544494787168972800,"JUST IN: Guman in #sydneysiege identified as Man Haron Monis, a radical Muslim cleric http://t.co/pA1lydElVU http://t.co/Z4QQlksTq4",0,sydney siege
626,553468593141469184,THIS: RT @LatuffCartoons: let's talk seriously about #CharlieHebdo &amp; Western double standard on freedom of speech http://t.co/r7zBacbndM,0,Charlie Hebdo
2215,544382249178001408,5 people have been able to get out of Sydney cafe during hostage situation: http://t.co/DBgNP6sqFG http://t.co/Q3ECKnYfPV,1,sydney siege
1951,544427255439425536,If you're wondering whether to go to work tomorrow here is a mp of the #sydneysiege exclusion zone: http://t.co/94fDIKA5dO,0,sydney siege
1004,498284302128668672,#Ferguson police have brought dogs into neighborhood. Residents protest with hands in the air. Tension is growing... http://t.co/BxYIsHHjnE,0,Ferguson
623,553462249562832897,The Eiffel Tower went dark Thursday evening to honor victims of #CharlieHebdo attack: http://t.co/MTOkoGt8RL http://t.co/rmEbItK2Og,0,Charlie Hebdo
1249,500249630664560640,Thank you PBO. #Ferguson #MikeBrown http://t.co/TtTBLTrz0g,0,Ferguson
2046,544497405237161984,"Man Haron Monis, named as the #sydneysiege gunman, may have a ""fetish for self-publicity"". http://t.co/UdkysqURCT http://t.co/vNDbnOkdt8",0,sydney siege
188,552834559297867778,The little weapon! #CharlieHebdo #cartoon http://t.co/VFFZD2f8Rz,0,Charlie Hebdo
431,553149253363576832,The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol http://t.co/ZBwwQOGElr,0,Charlie Hebdo
240,552842236883652609,"#CharlieHebdo: Now is the time to uphold freedoms, not give in to fear - @SimonJenkins4 http://t.co/QM0potblMy http://t.co/sb1rpDjJjv",0,Charlie Hebdo
1500,581248880098086912,#Germanwings Flight 9525 co-pilot crashed plane! My #Prayers go out to the families! http://t.co/9Ek6j6hnMS http://t.co/xj9awb6Trh,0,GermanwingsCrash
1791,525023057526947840,Canadian soldier fatally shot identified as Nathan Cirillo.  #OttawaShooting #HamOnt #RIP http://t.co/0VdtSF6WVS,1,Ottawa Shooting
1114,499554114024771584,The events in #Ferguson Missouri remind us how and why America's police became so militarised http://t.co/wDnjslz0pk http://t.co/Fdr1r1KWpV,0,Ferguson
1035,498487087105314816,Live from #Ferguson http://t.co/VX2zpW8Tqh,0,Ferguson
2252,544483282352889857,"Hostage involved in #SydneySiege texts ""I'm ok"" to his mother http://t.co/vcuxBpHCcp http://t.co/lIejfjffN3",1,sydney siege
2199,544374313848430592,BREAKING UPDATE: 2 more hostages leave #Sydneysiege site http://t.co/m51P8dUPhB http://t.co/nN9oFekgTZ,1,sydney siege
600,553225402282692608,"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/dbBJUkm0sR http://t.co/IqouaAdFxx",0,Charlie Hebdo
488,553171877464920064,"Mourners hold signs showing victims' eyes during #JeSuisCharlie rally in NY http://t.co/6LwllVuTTM (J. Minchillo, AP) http://t.co/XnsBLDYMil",0,Charlie Hebdo
1328,500413489882484736,Serve and protect?... #Ferguson #Justice #UniteBlue http://t.co/XSLJ9hRhs2,0,Ferguson
838,552808904137408512,MORE PHOTOS: Armed gunmen fire at police near #CharlieHebdo HQ #ParisShooting http://t.co/bb3JNdmTeF,1,Charlie Hebdo
2217,544382892378714113,Five Hostages Escape Sydney Cafe Siege — Live Updates From @BuzzFeedOz http://t.co/aFHirytbFH http://t.co/BiLJuBBc5R,1,sydney siege
1509,581295422414680065,A look at the cockpit-security measures that prevented Germanwings pilot from reentering: http://t.co/vRv13M66Ez http://t.co/CXROfyWrBH,0,GermanwingsCrash
2077,544520802339917824,"Security forces storm Sydney cafe where hostages held, gunman identified as Man Haron Monis: http://t.co/fOqqI5UpsO http://t.co/nlVYwmOpGJ",0,sydney siege
524,553190655011205120,A silent vigil was held in London last night for the victims of the Charlie Hebdo shooting  http://t.co/DFl1SyXhCU http://t.co/D0rLz4LIHX,0,Charlie Hebdo
12,552790695036321793,"""Love Stronger Than Hate."" All our thoughts with #CharlieHebdo http://t.co/BqRLXRZdJT",0,Charlie Hebdo
1629,524964630221705216,‘We refuse to be silenced': Ontario premier Kathleen Wynne defiant in face of Ottawa shooting http://t.co/Y03rCS0LoZ http://t.co/9o4CC8wBpK,0,Ottawa Shooting
553,553205372719472640,People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris http://t.co/XU9pm0XmH3 http://t.co/7tgmW4LqWw,0,Charlie Hebdo
646,553503846258196480,‘Muslims don't believe in freedom of speech’ – radical cleric Chaudry http://t.co/or8tYpGCiH #CharlieHebdo http://t.co/W2HAAKOJjQ,0,Charlie Hebdo
1263,500270284117925888,Morning in #Ferguson http://t.co/UzDihpw6M5,0,Ferguson
2183,544355197435142145,Police confirm three safe #SydneySiege: “Our number one aim is to resolve incident peacefully” http://t.co/jiJRlQJdeU,1,sydney siege
1490,580364493928181760,Today's flight path of #4U9525 is exactly matching yesterday's flight path until the moment when signal was lost http://t.co/eC62SfY9Ga,0,GermanwingsCrash
741,553568095978401793,The entire world is rallying. The terrorists plan has backfired. 🇺🇸🇫🇷🇬🇧🇮🇹 #JeSuisCharlie #CharlieHedbo http://t.co/exzKIGsdag,0,Charlie Hebdo
1744,524956372199555072,"Map of areas where Ottawa shootings were reported: National War Memorial, near the Rideau Centre and Parliament Hill. http://t.co/NcfNCR5VCV",1,Ottawa Shooting
789,553591084409184256,"One million copies of Charlie Hebdo, rather than the usual 60,000, will be printed next week http://t.co/dEI1ZBSJC1 http://t.co/Dhef0UV064",0,Charlie Hebdo
2047,544499780479893504,A Muslim lady took off her scarf out of fear after the Sydney Siege &amp; is comforted by strangers. #illridewithyou http://t.co/JJbPhn0YKh,0,sydney siege
1457,580339510883561472,Single-aisle Airbus A320s are the workhorses of the global fleet &amp; proliferate across European skies #4U9525 http://t.co/pe6OCMiy0q,0,GermanwingsCrash
610,553227441712668672,"And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie http://t.co/riVYZW5ZIh",0,Charlie Hebdo
1526,580322066374721537,German Wings Airbus A320 #4U9525 lost from @Flightradar24 at 6800 ft at 09.39 UTC time UPDATES http://t.co/XTMaa9mAV2 http://t.co/VwZmbhcUsn,1,GermanwingsCrash
1839,525066876058361856,Soldier killed in Canada shooting was a young reservist with a six-year-old son http://t.co/FI7SGBVfAS http://t.co/7be6Scdwgq Pray for him.,1,Ottawa Shooting
187,552834558706847745,Four of France's most revered cartoonists among those killed in #CharlieHebdo massacre http://t.co/g16D4XMWhk http://t.co/cf7fHuDXfB,0,Charlie Hebdo
1034,498483031842500608,Police and protesters face to face in #Ferguson http://t.co/C0U0rQzGFa,0,Ferguson
2271,544512664769396736,"BREAKING: Police enter #Lindt cafe, hostages flee http://t.co/iuaLgRi7jj  #sydneysiege http://t.co/hXZ8EffN3f",1,sydney siege
392,553133048611753984,Minute of silence for #CharlieHebdo. My heart is with France. Together we will protect our values http://t.co/MEB1mSZIm6,0,Charlie Hebdo
1920,544393766287970304,UPDATE: The Australian Grand Mufti has strongly condemned the actions of the lone gunman in #SydneySiege. #9News http://t.co/9lSZ6cTqOV,0,sydney siege
1405,580327625626927104,Location of #Germanwings plane crash. http://t.co/9a9ZLDN4o7,0,GermanwingsCrash
1527,580322346508124160,"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon. http://t.co/k6pv4OsCQI",1,GermanwingsCrash
1801,525027539845410816,Canada investigating Michael Zehaf-Bibeau as possible suspect in Ottawa shooting: source. http://t.co/wDoVC3ro2V http://t.co/Futx84hFmU,1,Ottawa Shooting
1522,580320893668364288,Terrible news... Airbus A320 from Barcelona to Dusseldorf has crashed in France (Germanwings Flight 9525). http://t.co/C3zpWZ5bIF,1,GermanwingsCrash
241,552842614555545600,#JeSuisCharlie: Messages of solidarity after Paris attack http://t.co/w1K5T3icfk http://t.co/xj3UZ6kY7c,0,Charlie Hebdo
1887,544340812448804864,"Daily Telegraph #sydneysiege front page with comment piece ""The instant we changed forever"" http://t.co/pJTrm3QzZP http://t.co/VgNa7BqO7U",0,sydney siege
652,553511977478537216,"Google is donating nearly $300,000 to Charlie Hebdo http://t.co/t9c80aSkhL http://t.co/qWqHwnPtAX",0,Charlie Hebdo
1672,525031610136014848,"Ottawa, you've been on my mind all day. Keeping you in my heart. #StaySafeOttawa http://t.co/vTtraJ7dzs",0,Ottawa Shooting
877,553116915325870083,"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in Charlie Hebdo attack http://t.co/CbudA0P8Op http://t.co/1YlQLrdp70",1,Charlie Hebdo
2057,544512078518968320,A siege in Sydney suggests a new trend in jihadist violence may have reached Australia http://t.co/fMasqw90y7 http://t.co/bXBgoavJ2s,0,sydney siege
15,552792131447037952,in support of those that have died today in Paris #CharlieHebdo #freedomwillNeverDie http://t.co/FkkDZXChdt,0,Charlie Hebdo
1229,500176354185187328,"Occupation is a CRIME, #Ferguson to #Palestine! AntiWar Committee Chicago #StandWithFerguson #MikeBrown @AntiWarMN http://t.co/ll01iPsiPU",0,Ferguson
559,553207514222063618,Cartoonists fight back. This may be the best yet. #JeSuisCharlie  http://t.co/hfoxT6dh1T,0,Charlie Hebdo
1756,524965775036387329,"Hero. @affanchowdhry: Kevin Vickers, head of security in parliament, being credited for taking down shooter #Ottawa http://t.co/rVYetE0KYq""",1,Ottawa Shooting
1402,580327058158551041,UPDATE @flightradar24 altitude &amp; speed chart of #4U9525 http://t.co/wGXZMtDVDI http://t.co/pFdVDioV0e,0,GermanwingsCrash
1835,525057374965739520,COMING UP LIVE Ottawa shooting: Stephen Harper to address nation http://t.co/pGA98ONjKJ http://t.co/Jscp7Q9fBM,1,Ottawa Shooting
1287,500320286341099523,"#Ferguson is 60% black, but virtually all its cops are white. http://t.co/U7Yk4s4nyE http://t.co/gHlnoPH4dK",0,Ferguson
